(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:06.147, 	1, 	2, 	13.2479, 	12.9756, 	1, 	8, 	2.128, 	(-0.0490945,-0.0880328);
15:42:06.169, 	1, 	2, 	15.6374, 	18.7015, 	1, 	8, 	2.128, 	(-0.164627,0.0638566);
15:42:06.188, 	1, 	2, 	14.9389, 	16.8213, 	1, 	8, 	2.128, 	(0.160539,0.0566319);
15:42:06.207, 	1, 	2, 	16.9761, 	18.5364, 	1, 	8, 	2.432, 	(0.0671821,-0.13095);
15:42:06.227, 	1, 	2, 	17.7883, 	17.5396, 	1, 	8, 	2.736, 	(0.156484,0.0953306);
15:42:06.270, 	1, 	2, 	18.1727, 	19.3869, 	1, 	8, 	3.04, 	(0.195549,-0.0318623);
15:42:06.270, 	1, 	2, 	18.4752, 	17.6309, 	1, 	8, 	3.04, 	(-0.19263,0.066058);
15:42:06.288, 	1, 	2, 	17.1306, 	17.2618, 	1, 	8, 	3.04, 	(0.0857436,-0.168789);
15:42:06.308, 	1, 	2, 	15.2452, 	18.3251, 	1, 	8, 	3.04, 	(0.00672562,0.139766);
15:42:06.328, 	1, 	2, 	16.1317, 	18.7834, 	1, 	8, 	3.04, 	(0.185269,0.0224599);
15:42:06.369, 	1, 	2, 	18.6194, 	20.7563, 	1, 	8, 	3.04, 	(-0.00330822,0.28007);
15:42:06.370, 	1, 	2, 	15.7936, 	14.4551, 	1, 	8, 	3.04, 	(0.0841393,0.0673461);
15:42:06.389, 	1, 	2, 	15.9592, 	17.3854, 	1, 	8, 	3.04, 	(-0.00938212,0.170468);
15:42:06.409, 	1, 	2, 	17.0336, 	19.0788, 	1, 	8, 	3.04, 	(0.13882,0.0787072);
15:42:06.429, 	1, 	2, 	18.3798, 	18.5339, 	1, 	8, 	3.04, 	(-0.142114,-0.066385);
15:42:06.481, 	1, 	2, 	15.8357, 	16.8239, 	1, 	8, 	3.04, 	(0.087171,-0.105941);
15:42:06.481, 	1, 	2, 	18.5664, 	19.4216, 	1, 	8, 	3.04, 	(0.170236,0.190418);
15:42:06.490, 	1, 	2, 	18.4259, 	19.2872, 	1, 	8, 	3.04, 	(-0.0548749,0.207627);
15:42:06.510, 	1, 	2, 	18.6456, 	20.1575, 	1, 	4, 	3.04, 	(0.0145723,0.220184);
15:42:06.530, 	1, 	2, 	18.1689, 	18.2757, 	1, 	-1.38778e-15, 	3.04, 	(-0.164883,0.089073);
15:42:06.571, 	1, 	2, 	18.7707, 	19.6559, 	1, 	-1.38778e-15, 	3.04, 	(-0.000189324,0.176045);
15:42:06.571, 	1, 	2, 	21.0825, 	19.1906, 	1, 	-1.38778e-15, 	3.04, 	(0.146514,0.0310462);
15:42:06.590, 	1, 	2, 	17.3431, 	20.1693, 	1, 	-1.38778e-15, 	3.04, 	(0.0936948,-0.26491);
15:42:06.610, 	1, 	2, 	20.7321, 	20.4188, 	1, 	-1.38778e-15, 	3.04, 	(0.0759333,0.203909);
15:42:06.631, 	1, 	2, 	20.763, 	20.8032, 	1, 	-1.38778e-15, 	3.04, 	(-0.134497,-0.119296);
15:42:06.670, 	1, 	2, 	21.6535, 	20.5952, 	1, 	-1.38778e-15, 	3.04, 	(-0.00945592,-0.272606);
15:42:06.672, 	1, 	2, 	20.6683, 	22.5961, 	1, 	-1.38778e-15, 	3.04, 	(-0.0219369,0.373516);
15:42:06.696, 	1, 	2, 	23.5083, 	20.9817, 	1, 	-1.38778e-15, 	3.04, 	(-0.181214,0.0356396);
15:42:06.715, 	1, 	2, 	21.4994, 	20.7823, 	1, 	-1.38778e-15, 	3.04, 	(-0.277751,0.115443);
15:42:06.731, 	1, 	2, 	25.201, 	22.0375, 	1, 	-1.38778e-15, 	3.04, 	(0.0189065,0.247947);
15:42:06.769, 	1, 	2, 	22.8392, 	24.0359, 	1, 	-1.38778e-15, 	3.04, 	(-0.44918,-0.0307549);
15:42:06.772, 	1, 	2, 	23.6096, 	20.9342, 	1, 	-1.38778e-15, 	3.04, 	(-0.146204,-0.0955092);
